詞彙,注音,英譯,量詞
經過,ㄐㄧㄥ ㄍㄨㄛˋ,to pass / to go through / process / course,個
經過,ㄐㄧㄥ ㄍㄨㄛˋ,to pass / to go through / process / course,個
經驗,ㄐㄧㄥ ㄧㄢˋ,experience / to experience,
精神,ㄐㄧㄥ ㄕㄣˊ,vigor / vitality / drive / spiritual,
驚訝,ㄐㄧㄥ ㄧㄚˋ,amazed / astonished / to surprise / amazing / astonishment / awe,
酒吧,ㄐㄧㄡˇ ㄅㄚ,bar / pub / saloon,家
救,ㄐㄧㄡˋ,to save / to assist / to rescue,
舅舅,ㄐㄧㄡˋ ㄐㄧㄡ˙,mother's brother / maternal uncle (informal),個
舅媽,ㄐㄧㄡˋ ㄇㄚ,(coll.) aunt / maternal uncle's wife,
就,ㄐㄧㄡˋ,at once / right away / only / just (emphasis) / as early as / already / as soon as / then / in that case / as many as / even if / to approach / to move towards / to undertake / to engage in / to suffer / subjected to / to accomplish / to take advantage of / to go with (of foods) / with regard to / concerning,
就是,ㄐㄧㄡˋ ㄕˋ,(emphasizes that sth is precisely or exactly as stated) / precisely / exactly / even / if / just like / in the same way as,
就算,ㄐㄧㄡˋ ㄙㄨㄢˋ,granted that / even if,
就要,ㄐㄧㄡˋ ㄧㄠˋ,will / shall / to be going to,
居住,ㄐㄩ ㄓㄨˋ,to reside / to dwell / to live in a place / resident in,
橘子,ㄐㄩˊ ㄗ˙,tangerine,個 / 瓣
舉,ㄐㄩˇ,to lift / to hold up / to cite / to enumerate / to act / to raise / to choose / to elect / act / move / deed,
舉辦,ㄐㄩˇ ㄅㄢˋ,to conduct / to hold,
舉手,ㄐㄩˇ ㄕㄡˇ,to raise a hand / to put up one's hand (as signal),
舉行,ㄐㄩˇ ㄒㄧㄥˊ,"to hold (a meeting, ceremony etc)",
句,ㄐㄩˋ,sentence / clause / phrase / classifier for phrases or lines of verse,
聚,ㄐㄩˋ,to congregate / to assemble / to mass / to gather together / to amass / to polymerize,
劇本,ㄐㄩˋ ㄅㄣˇ,"script for play, opera, movie etc / screenplay / scenario",
劇情,ㄐㄩˋ ㄑㄧㄥˊ,story line / plot,
拒絕,ㄐㄩˋ ㄐㄩㄝˊ,to refuse / to decline / to reject,
距離,ㄐㄩˋ ㄌㄧˊ,distance / to be apart from,個
具有,ㄐㄩˋ ㄧㄡˇ,to have / to possess,
絕對,ㄐㄩㄝˊ ㄉㄨㄟˋ,absolute / unconditional,
軍隊,ㄐㄩㄣ ㄉㄨㄟˋ,army / troops,支 / 個
軍人,ㄐㄩㄣ ㄖㄣˊ,serviceman / soldier / military personnel,
卡車,ㄎㄚˇ ㄔㄜ,truck,輛
開放,ㄎㄞ ㄈㄤˋ,to bloom / to open / to be open (to the public) / to open up (to the outside) / to be open-minded / unrestrained by convention / unconstrained in one's sexuality,
開花,ㄎㄞ ㄏㄨㄚ,to bloom / to blossom / to flower / fig. to burst open / to feel happy or elated / new development grows out,
開朗,ㄎㄞ ㄌㄤˇ,spacious and well-lit / open and clear / (of character) optimistic / cheerful / carefree,
開始,ㄎㄞ ㄕˇ,to begin / beginning / to start / initial,個
開玩笑,ㄎㄞ ㄨㄢˊ ㄒㄧㄠˋ,to play a joke / to make fun of / to joke,
看不起,ㄎㄢˋ ㄅㄨˋ ㄑㄧˇ,to look down upon / to despise,
看法,ㄎㄢˋ ㄈㄚˇ,way of looking at a thing / view / opinion,個
看起來,ㄎㄢˋ ㄑㄧˇ ㄌㄞˊ,seemingly / apparently / looks as if / appear to be / gives the impression that / seems on the face of it to be,
考,ㄎㄠˇ,to check / to verify / to test / to examine / to take an exam / to take an entrance exam for / deceased father,
棵,ㄎㄜ,"classifier for trees, cabbages, plants etc",
刻,ㄎㄜˋ,quarter (hour) / moment / to carve / to engrave / to cut / oppressive / classifier for short time intervals,
科,ㄎㄜ,branch of study / administrative section / division / field / branch / stage directions / family (taxonomy) / rules / laws / to mete out (punishment) / to levy (taxes etc) / to fine sb,個
科技,ㄎㄜ ㄐㄧˋ,science and technology,
科學,ㄎㄜ ㄒㄩㄝˊ,science / scientific knowledge / scientific / rational,門 / 個 / 種
可,ㄎㄜˇ,see 可汗[ke4 han2],
可,ㄎㄜˇ,see 可汗[ke4 han2],
可靠,ㄎㄜˇ ㄎㄠˋ,reliable,
可樂,ㄎㄜˇ ㄌㄜˋ,amusing / entertaining / (loanword) cola,
可惡,ㄎㄜˇ ㄨˋ,repulsive / vile / hateful / abominable,
可惜,ㄎㄜˇ ㄒㄧˊ,it is a pity / what a pity / unfortunately,
可以,ㄎㄜˇ ㄧˇ,can / may / possible / able to / not bad / pretty good,
渴望,ㄎㄜˇ ㄨㄤˋ,to thirst for / to long for,
克,ㄎㄜˋ,"to be able to / to subdue / to restrain / to overcome / gram / Tibetan unit of land area, about 6 ares",
克服,ㄎㄜˋ ㄈㄨˊ,(try to) overcome (hardships etc) / to conquer / to put up with / to endure,
課程,ㄎㄜˋ ㄔㄥˊ,course / academic program,堂 / 節 / 門
課堂,ㄎㄜˋ ㄊㄤˊ,classroom,間
課文,ㄎㄜˋ ㄨㄣˊ,text,篇
客滿,ㄎㄜˋ ㄇㄢˇ,to have a full house / to be sold out / no vacancy,
刻,ㄎㄜˋ,quarter (hour) / moment / to carve / to engrave / to cut / oppressive / classifier for short time intervals,
肯,ㄎㄣˇ,to agree / to consent / to be ready (to do sth) / willing,
肯定,ㄎㄣˇ ㄉㄧㄥˋ,to be certain / to be positive / assuredly / definitely / to give recognition / to affirm / affirmative (answer),
空,ㄎㄨㄥ,to empty / vacant / unoccupied / space / leisure / free time,
空間,ㄎㄨㄥ ㄐㄧㄢ,"space / room / (fig.) scope / leeway / (astronomy) outer space / (physics, math.) space",
空軍,ㄎㄨㄥ ㄐㄩㄣ,air force,
恐怕,ㄎㄨㄥˇ ㄆㄚˋ,fear / to dread / I'm afraid that... / perhaps / maybe,
空,ㄎㄨㄥˋ,to empty / vacant / unoccupied / space / leisure / free time,
口,ㄎㄡˇ,"mouth / classifier for things with mouths (people, domestic animals, cannons, wells etc) / classifier for bites or mouthfuls",
口袋,ㄎㄡˇ ㄉㄞˋ,pocket / bag / sack,個
口味,ㄎㄡˇ ㄨㄟˋ,a person's preferences / tastes (in food) / flavor,
誇張,ㄎㄨㄚ ㄓㄤ,to exaggerate / overstated / exaggerated / hyperbole / (coll.) excessive / ridiculous / outrageous,
快,ㄎㄨㄞˋ,rapid / quick / speed / rate / soon / almost / to make haste / clever / sharp (of knives or wits) / forthright / plainspoken / gratified / pleased / pleasant,
快要,ㄎㄨㄞˋ ㄧㄠˋ,almost / nearly / almost all,
寬,ㄎㄨㄢ,lenient / wide / broad,
況且,ㄎㄨㄤˋ ㄑㄧㄝˇ,moreover / besides / in addition / furthermore,
困難,ㄎㄨㄣˋ ㄋㄢ˙,difficult / challenging / straitened circumstances / difficult situation,
困難,ㄎㄨㄣˋ ㄋㄢ˙,difficult / challenging / straitened circumstances / difficult situation,
擴大,ㄎㄨㄛˋ ㄉㄚˋ,to expand / to enlarge / to broaden one's scope,
拉肚子,ㄌㄚ ㄉㄨˋ ㄗ˙,(coll.) to have diarrhea,
啦,ㄌㄚ˙,"sentence-final particle, contraction of 了啊, indicating exclamation / particle placed after each item in a list of examples",
來,ㄌㄞˊ,to come / to arrive / to come round / ever since / next,
來,ㄌㄞˊ,to come / to arrive / to come round / ever since / next,
來不及,ㄌㄞˊ ㄅㄨˋ ㄐㄧˊ,there's not enough time (to do sth) / it's too late (to do sth),
來得及,ㄌㄞˊ ㄉㄜ˙ ㄐㄧˊ,there's still time / able to do sth in time,
藍,ㄌㄢˊ,blue / indigo plant,
浪漫,ㄌㄤˋ ㄇㄢˋ,romantic,
老公,ㄌㄠˇ ㄍㄨㄥ,(coll.) eunuch / see also 老公[lao3 gong1],
老虎,ㄌㄠˇ ㄏㄨˇ,tiger,隻
老婆,ㄌㄠˇ ㄆㄛˊ,(coll.) wife,
老實,ㄌㄠˇ ㄕˊ,honest / sincere / well-behaved / open and guileless / naive,
老是,ㄌㄠˇ ㄕˋ,always,
樂,ㄌㄜˋ,music,
樂觀,ㄌㄜˋ ㄍㄨㄢ,optimistic / hopeful,
樂趣,ㄌㄜˋ ㄑㄩˋ,delight / pleasure / joy,
垃圾,ㄌㄜˋ ㄙㄜˋ,trash / refuse / garbage / (coll.) of poor quality / Taiwan pr. [le4 se4],
淚,ㄌㄟˋ,tears,
類,ㄌㄟˋ,kind / type / class / category / similar / like / to resemble,
冷淡,ㄌㄥˇ ㄉㄢˋ,cold / indifferent,
離,ㄌㄧˊ,"to leave / to part from / to be away from / (in giving distances) from / without (sth) / independent of / one of the Eight Trigrams 八卦[ba1 gua4], symbolizing fire / ☲",
離婚,ㄌㄧˊ ㄏㄨㄣ,to divorce / divorced from (one's spouse),
里,ㄌㄧˇ,"li, ancient measure of length, approx. 500 m / neighborhood / ancient administrative unit of 25 families / (Tw) borough, administrative unit between the township 鎮[zhen4] and neighborhood 鄰[lin2] levels",
裡邊,ㄌㄧˇ ㄅㄧㄢ,inside,
理解,ㄌㄧˇ ㄐㄧㄝˇ,to comprehend / to understand / comprehension / understanding,
理論,ㄌㄧˇ ㄌㄨㄣˋ,theory / to argue / to take notice of,個
理想,ㄌㄧˇ ㄒㄧㄤˇ,an ideal / a dream / ideal / perfect,
理想,ㄌㄧˇ ㄒㄧㄤˇ,an ideal / a dream / ideal / perfect,
裏面,ㄌㄧˇ ㄇㄧㄢˋ,inside / interior,
禮堂,ㄌㄧˇ ㄊㄤˊ,assembly hall / auditorium,座 / 處
力,ㄌㄧˋ,power / force / strength / ability / strenuously,
力量,ㄌㄧˋ ㄌㄧㄤˋ,power / force / strength,
厲害,ㄌㄧˋ ㄏㄞˋ,difficult to deal with / difficult to endure / ferocious / radical / serious / terrible / violent / tremendous / awesome,
立刻,ㄌㄧˋ ㄎㄜˋ,forthwith / immediate / prompt / promptly / straightway / thereupon / at once,
例如,ㄌㄧˋ ㄖㄨˊ,for example / for instance / such as,
例子,ㄌㄧˋ ㄗ˙,case / (for) instance / example,個
利益,ㄌㄧˋ ㄧˋ,benefit / (in sb's) interest,個
利用,ㄌㄧˋ ㄩㄥˋ,to exploit / to make use of / to use / to take advantage of / to utilize,
連,ㄌㄧㄢˊ,"to link / to join / to connect / continuously / in succession / including / (used with 也[ye3], 都[dou1] etc) even / company (military)",
連,ㄌㄧㄢˊ,"to link / to join / to connect / continuously / in succession / including / (used with 也[ye3], 都[dou1] etc) even / company (military)",
連絡,ㄌㄧㄢˊ ㄌㄨㄛˋ,variant of 聯絡络[lian2 luo4],
聯絡,ㄌㄧㄢˊ ㄌㄨㄛˋ,to get in touch with / to contact / to stay in contact (with) / liaison / (math.) connection,
連續劇,ㄌㄧㄢˊ ㄒㄩˋ ㄐㄩˋ,serialized drama / dramatic series / show in parts,
練,ㄌㄧㄢˋ,to practice / to train / to drill / to perfect (one's skill) / exercise,
戀愛,ㄌㄧㄢˋ ㄞˋ,(romantic) love / in love / to have an affair,個 / 場
涼,ㄌㄧㄤˊ,to let sth cool down,
良好,ㄌㄧㄤˊ ㄏㄠˇ,good / favorable / well / fine,
亮,ㄌㄧㄤˋ,bright / clear / resonant / to shine / to show / to reveal,
聊,ㄌㄧㄠˊ,to chat / to depend upon (literary) / temporarily / just / slightly,
了不起,ㄌㄧㄠˇ ㄅㄨˋ ㄑㄧˇ,amazing / terrific / extraordinary,
靈魂,ㄌㄧㄥˊ ㄏㄨㄣˊ,soul / spirit,
零錢,ㄌㄧㄥˊ ㄑㄧㄢˊ,change (of money) / small change / pocket money,
零用錢,ㄌㄧㄥˊ ㄩㄥˋ ㄑㄧㄢˊ,pocket money / allowance / spending money,
領,ㄌㄧㄥˇ,"neck / collar / to lead / to receive / classifier for clothes, mats, screens etc",
領導,ㄌㄧㄥˇ ㄉㄠˇ,lead / leading / to lead / leadership / leader,位 / 個
領域,ㄌㄧㄥˇ ㄩˋ,domain / sphere / field / territory / area,
令,ㄌㄧㄥˋ,to order / to command / an order / warrant / writ / to cause / to make sth happen / virtuous / honorific title / season / government position (old),
流,ㄌㄧㄡˊ,"to flow / to disseminate / to circulate or spread / to move or drift / to degenerate / to banish or send into exile / stream of water or sth resembling one / class, rate or grade",
流汗,ㄌㄧㄡˊ ㄏㄢˋ,to sweat,
流血,ㄌㄧㄡˊ ㄒㄧㄝˇ,to bleed / to shed blood,
留學,ㄌㄧㄡˊ ㄒㄩㄝˊ,to study abroad,
留學生,ㄌㄧㄡˊ ㄒㄩㄝˊ ㄕㄥ,student studying abroad / (foreign) exchange student,個 / 位
龍,ㄌㄨㄥˊ,dragon / imperial,條
錄,ㄌㄨˋ,diary / record / to hit / to copy,
錄取,ㄌㄨˋ ㄑㄩˇ,"to accept an applicant (prospective student, employee etc) who passes an entrance exam / to admit (a student) / to hire (a job candidate)",
錄音,ㄌㄨˋ ㄧㄣ,to record (sound) / sound recording,個
露營,ㄌㄨˋ ㄧㄥˊ,to camp out / camping,
亂,ㄌㄨㄢˋ,in confusion or disorder / in a confused state of mind / disorder / upheaval / riot / illicit sexual relations / to throw into disorder / to mix up / indiscriminate / random / arbitrary,
輪胎,ㄌㄨㄣˊ ㄊㄞ,tire / pneumatic tire,
旅客,ㄌㄩˇ ㄎㄜˋ,traveler / tourist,
綠,ㄌㄩˋ,green,
律師,ㄌㄩˋ ㄕ,lawyer,
麻煩,ㄇㄚˊ ㄈㄢˊ,inconvenient / troublesome / annoying / to trouble or bother sb / to put sb to trouble,
馬桶,ㄇㄚˇ ㄊㄨㄥˇ,chamber pot / wooden pan used as toilet / toilet bowl,
碼頭,ㄇㄚˇ ㄊㄡˊ,dock / pier / wharf,個
螞蟻,ㄇㄚˇ ㄧˇ,ant,
罵,ㄇㄚˋ,to scold / to abuse / to curse,通 / 頓
嘛,ㄇㄚ˙,modal particle indicating that sth is obvious / particle indicating a pause for emphasis,
滿,ㄇㄢˇ,to fill / full / filled / packed / fully / completely / quite / to reach the limit / to satisfy / satisfied / contented,
滿,ㄇㄢˇ,to fill / full / filled / packed / fully / completely / quite / to reach the limit / to satisfy / satisfied / contented,
滿足,ㄇㄢˇ ㄗㄨˊ,to satisfy / to meet (the needs of) / satisfied / content,
慢慢,ㄇㄢˋ ㄇㄢˋ,slowly,
慢跑,ㄇㄢˋ ㄆㄠˇ,jogging / to jog / to canter / a slow trot,
慢用,ㄇㄢˋ ㄩㄥˋ,same as 慢慢吃[man4 man4 chi1],
毛,ㄇㄠˊ,"hair / feather / down / wool / mildew / mold / coarse or semifinished / young / raw / careless / unthinking / nervous / scared / (of currency) to devalue or depreciate / classifier for Chinese fractional monetary unit ( = 角[jiao3] , = one-tenth of a yuan or 10 fen 分[fen1])",
毛病,ㄇㄠˊ ㄅㄧㄥˋ,fault / defect / shortcomings / ailment,個
貿易,ㄇㄠˋ ㄧˋ,(commercial) trade,個
沒,ㄇㄟˊ,drowned / to end / to die / to inundate,
沒,ㄇㄟˊ,drowned / to end / to die / to inundate,
沒什麼,ㄇㄟˊ ㄕㄣˊ ㄇㄜ˙,nothing / it doesn't matter / it's nothing / never mind,
沒想到,ㄇㄟˊ ㄒㄧㄤˇ ㄉㄠˋ,didn't expect,
玫瑰,ㄇㄟˊ ㄍㄨㄟ,rugosa rose (shrub) (Rosa rugosa) / rose flower,朵 / 棵
每,ㄇㄟˇ,each / every,
美好,ㄇㄟˇ ㄏㄠˇ,beautiful / fine,
門,ㄇㄣˊ,"gate / door / gateway / doorway / opening / valve / switch / way to do something / knack / family / house / (religious) sect / school (of thought) / class / category / phylum or division (taxonomy) / classifier for large guns / classifier for lessons, subjects, branches of technology / (suffix) -gate (i.e. scandal; derived from Watergate)",扇 / 個
夢,ㄇㄥˋ,dream / (bound form) to dream,場 / 個
迷路,ㄇㄧˊ ㄌㄨˋ,to lose the way / lost / labyrinth / labyrinthus vestibularis (of the inner ear),
迷人,ㄇㄧˊ ㄖㄣˊ,fascinating / enchanting / charming / tempting,
米飯,ㄇㄧˇ ㄈㄢˋ,(cooked) rice,
米粉,ㄇㄧˇ ㄈㄣˇ,rice flour / rice-flour noodles / (Internet slang) Xiaomi fan,
秘密,ㄇㄧˋ ㄇㄧˋ,secret,個
祕密,ㄇㄧˋ ㄇㄧˋ,secret,個
密切,ㄇㄧˋ ㄑㄧㄝˋ,close / familiar / intimate / closely (related) / to foster close ties / to pay close attention,
免費,ㄇㄧㄢˇ ㄈㄟˋ,free (of charge),
面,ㄇㄧㄢˋ,"face / side / surface / aspect / top / classifier for flat surfaces such as drums, mirrors, flags etc",
面,ㄇㄧㄢˋ,"face / side / surface / aspect / top / classifier for flat surfaces such as drums, mirrors, flags etc",
面積,ㄇㄧㄢˋ ㄐㄧ,"area (of a floor, piece of land etc) / surface area / tract of land",
面前,ㄇㄧㄢˋ ㄑㄧㄢˊ,in front of / facing / (in the) presence (of),
麵條,ㄇㄧㄢˋ ㄊㄧㄠˊ,noodles,
描寫,ㄇㄧㄠˊ ㄒㄧㄝˇ,to describe / to depict / to portray / description,
秒,ㄇㄧㄠˇ,second (unit of time) / arc second (angular measurement unit) / (coll.) instantly,
廟,ㄇㄧㄠˋ,temple / ancestral shrine / temple fair / great imperial hall / imperial,座
民國,ㄇㄧㄣˊ ㄍㄨㄛˊ,"Republic of China (1912-1949) / used in Taiwan as the name of the calendar era (e.g. 民國六十年国六十年 is 1971, the 60th year after 1911)",
民族,ㄇㄧㄣˊ ㄗㄨˊ,nationality / ethnic group,個
名,ㄇㄧㄥˊ,name / noun (part of speech) / place (e.g. among winners) / famous / classifier for people,
名詞,ㄇㄧㄥˊ ㄘˊ,noun,
明白,ㄇㄧㄥˊ ㄅㄞˊ,clear / obvious / unequivocal / to understand / to realize,
明顯,ㄇㄧㄥˊ ㄒㄧㄢˇ,clear / distinct / obvious,
明星,ㄇㄧㄥˊ ㄒㄧㄥ,star / celebrity,
命,ㄇㄧㄥˋ,"life / fate / order or command / to assign a name, title etc",
摸,ㄇㄛ,variant of 摹[mo2],
摩托車,ㄇㄛˊ ㄊㄨㄛ ㄔㄜ,motorbike / motorcycle (loanword),輛 / 部
機車,ㄐ一 ㄔㄜ,locomotive / train engine car / scooter (Tw) / (slang) (Tw) hard to get along with / a pain in the ass / damn! / crap!,
陌生,ㄇㄛˋ ㄕㄥ,strange / unfamiliar,
某,ㄇㄡˇ,some / a certain / sb or sth indefinite / such-and-such,
木,ㄇㄨˋ,tree / wood / coffin / wooden / simple / numb / one of the eight categories of ancient musical instruments 八音[ba1 yin1],
木頭,ㄇㄨˋ ㄊㄡˊ,"slow-witted / blockhead / log (of wood, timber etc)",塊 / 根
目的,ㄇㄨˋ ㄉㄧˋ,purpose / aim / goal / target / objective,個
目前,ㄇㄨˋ ㄑㄧㄢˊ,at the present time / currently,
拿手,ㄋㄚˊ ㄕㄡˇ,expert in / good at,
哪些,ㄋㄚˇ ㄒㄧㄝ,which ones? / who? / what?,
那,ㄋㄚˋ,(archaic) many / beautiful / how / old variant of 挪[nuo2],
那麼,ㄋㄚˋ ㄇㄜ˙,like that / in that way / or so / so / so very much / about / in that case,
那樣,ㄋㄚˋ ㄧㄤˋ,that kind / that sort,
那樣,ㄋㄚˋ ㄧㄤˋ,that kind / that sort,
哪,ㄋㄚ˙,"which? (interrogative, followed by classifier or numeral-classifier)",
奶,ㄋㄞˇ,breast / milk / to breastfeed,
奶茶,ㄋㄞˇ ㄔㄚˊ,milk tea,
耐心,ㄋㄞˋ ㄒㄧㄣ,to be patient / patience,
南方,ㄋㄢˊ ㄈㄤ,south / the southern part of the country / the South,
難怪,ㄋㄢˊ ㄍㄨㄞˋ,(it's) no wonder (that...) / (it's) not surprising (that),
難看,ㄋㄢˊ ㄎㄢˋ,ugly / unsightly,
腦,ㄋㄠˇ,brain / mind / head / essence,
腦子,ㄋㄠˇ ㄗ˙,brains / mind,個
鬧鐘,ㄋㄠˋ ㄓㄨㄥ,alarm clock,
內,ㄋㄟˋ,inside / inner / internal / within / interior,
內容,ㄋㄟˋ ㄖㄨㄥˊ,content / substance / details,個 / 項
能,ㄋㄥˊ,can / to be able to / might possibly / ability / (physics) energy,
能夠,ㄋㄥˊ ㄍㄡˋ,to be capable of / to be able to / can,
能力,ㄋㄥˊ ㄌㄧˋ,capability / ability,個
年,ㄋㄧㄢˊ,year,個
年代,ㄋㄧㄢˊ ㄉㄞˋ,a decade of a century (e.g. the Sixties) / age / era / period,個
年齡,ㄋㄧㄢˊ ㄌㄧㄥˊ,(a person's) age,把 / 個
年年,ㄋㄧㄢˊ ㄋㄧㄢˊ,year after year / yearly / every year / annually,
念書,ㄋㄧㄢˋ ㄕㄨ,to read / to study,
農業,ㄋㄨㄥˊ ㄧㄝˋ,agriculture / farming,
女士,ㄋㄩˇ ㄕˋ,lady / madam / Miss / Ms,個 / 位
喔,ㄛ,"(particle) marker of surprise, sudden realization, reminder",
哦,ㄛˊ,"sentence-final particle that conveys informality, warmth, friendliness or intimacy / may also indicate that one is stating a fact that the other person is not aware of",
噢,ㄩˇ,Oh!,
拍,ㄆㄞ,to pat / to clap / to slap / to swat / to take (a photo) / to shoot (a film) / racket (sports) / beat (music),
排,ㄆㄞˊ,"a row / a line / to set in order / to arrange / to line up / to eliminate / to drain / to push open / platoon / raft / classifier for lines, rows etc",
牌子,ㄆㄞˊ ㄗ˙,sign / trademark / brand,
盼望,ㄆㄢˋ ㄨㄤˋ,to hope for / to look forward to,
旁,ㄆㄤˊ,"beside / one side / other / side / self / the right-hand side of split Chinese character, often the phonetic",
陪,ㄆㄟˊ,to accompany / to keep sb company / to assist / old variant of 賠[pei2],
培養,ㄆㄟˊ ㄧㄤˇ,to cultivate / to breed / to foster / to nurture / to educate / to groom (for a position) / education / fostering / culture (biology),
配,ㄆㄟˋ,to join / to fit / to mate / to mix / to match / to deserve / to make up (a prescription) / to allocate,
配合,ㄆㄟˋ ㄏㄜˊ,matching / fitting in with / compatible with / to correspond / to fit / to conform to / rapport / to coordinate with / to act in concert with / to cooperate / to become man and wife / to combine parts of machine,
碰,ㄆㄥˋ,to touch / to meet with / to bump,
碰到,ㄆㄥˋ ㄉㄠˋ,to come across / to run into / to meet / to hit,
碰上,ㄆㄥˋ ㄕㄤˋ,to run into / to come upon / to meet,
批評,ㄆㄧ ㄆㄧㄥˊ,to criticize / criticism,個
皮,ㄆㄧˊ,leather / skin / fur / pico- (one trillionth) / naughty,張
皮帶,ㄆㄧˊ ㄉㄞˋ,strap / leather belt,條 / 根
皮膚,ㄆㄧˊ ㄈㄨ,skin,層 / 塊
皮鞋,ㄆㄧˊ ㄒㄧㄝˊ,leather shoes,
篇,ㄆㄧㄢ,"sheet / piece of writing / bound set of bamboo slips used for record keeping (old) / classifier for written items: chapter, article",
騙子,ㄆㄧㄢˋ ㄗ˙,swindler / a cheat,
品質,ㄆㄧㄣˇ ㄓˊ,"character / intrinsic quality (of a person) / quality (of a product or service, or as in ""quality of life"", ""air quality"" etc)",
坪,ㄆㄧㄥˊ,"a plain / ping, unit of area equal to approx. 3.3058 square meters (used in Japan and Taiwan)",
平,ㄆㄧㄥˊ,flat / level / equal / to tie (make the same score) / to draw (score) / calm / peaceful / see also 平聲声[ping2 sheng1],
平安,ㄆㄧㄥˊ ㄢ,safe and sound / well / without mishap / quiet and safe / at peace,
平等,ㄆㄧㄥˊ ㄉㄥˇ,equal / equality,
平時,ㄆㄧㄥˊ ㄕˊ,ordinarily / in normal times / in peacetime,
平原,ㄆㄧㄥˊ ㄩㄢˊ,field / plain,個
瓶子,ㄆㄧㄥˊ ㄗ˙,bottle,個
破,ㄆㄛˋ,"broken / damaged / worn out / lousy / rotten / to break, split or cleave / to get rid of / to destroy / to break with / to defeat / to capture (a city etc) / to expose the truth of",
破壞,ㄆㄛˋ ㄏㄨㄞˋ,destruction / damage / to wreck / to break / to destroy,
葡萄,ㄆㄨˊ ㄊㄠˊ,grape,
普遍,ㄆㄨˇ ㄅㄧㄢˋ,universal / general / widespread / common,
欺負,ㄑㄧ ㄈㄨˋ,to bully,
其次,ㄑㄧˊ ㄘˋ,next / secondly,
其實,ㄑㄧˊ ㄕˊ,actually / in fact / really,
其中,ㄑㄧˊ ㄓㄨㄥ,among / in / included among these,
期,ㄑㄧˊ,"a period of time / phase / stage / classifier for issues of a periodical, courses of study / time / term / period / to hope / Taiwan pr. [qi2]",
期間,ㄑㄧˊ ㄐㄧㄢ,period of time / time / time period / period,個
起,ㄑㄧˇ,"to rise / to raise / to get up / to set out / to start / to appear / to launch / to initiate (action) / to draft / to establish / to get (from a depot or counter) / verb suffix, to start / starting from (a time, place, price etc) / classifier for occurrences or unpredictable events: case, instance / classifier for groups: batch, group",
起,ㄑㄧˇ,"to rise / to raise / to get up / to set out / to start / to appear / to launch / to initiate (action) / to draft / to establish / to get (from a depot or counter) / verb suffix, to start / starting from (a time, place, price etc) / classifier for occurrences or unpredictable events: case, instance / classifier for groups: batch, group",
起來,ㄑㄧˇ ㄌㄞˊ,"(after a verb) indicating the beginning and continuation of an action or a state / indicating an upward movement (e.g. after 站[zhan4]) / indicating completion / (after a perception verb, e.g. 看[kan4]) expressing preliminary judgment / also pr. [qi3 lai5]",
氣,ㄑㄧˋ,gas / air / smell / weather / to make angry / to annoy / to get angry / vital energy / qi,
氣,ㄑㄧˋ,gas / air / smell / weather / to make angry / to annoy / to get angry / vital energy / qi,
氣溫,ㄑㄧˋ ㄨㄣ,air temperature,個
汽水,ㄑㄧˋ ㄕㄨㄟˇ,soda / pop,
企業,ㄑㄧˋ ㄧㄝˋ,company / firm / enterprise / corporation,家
簽名,ㄑㄧㄢ ㄇㄧㄥˊ,to sign (one's name with a pen etc) / to autograph / signature,
簽證,ㄑㄧㄢ ㄓㄥˋ,visa / certificate / to certify,個
謙虛,ㄑㄧㄢ ㄒㄩ,modest / self-effacing / to make modest remarks,
前,ㄑㄧㄢˊ,front / forward / ahead / first / top (followed by a number) / future / ago / before / BC (e.g. 前293年) / former / formerly,
前,ㄑㄧㄢˊ,front / forward / ahead / first / top (followed by a number) / future / ago / before / BC (e.g. 前293年) / former / formerly,
前年,ㄑㄧㄢˊ ㄋㄧㄢˊ,the year before last,
淺,ㄑㄧㄢˇ,shallow / light (color),
強盜,ㄑㄧㄤˊ ㄉㄠˋ,to rob (with force) / bandit / robber,個
強調,ㄑㄧㄤˊ ㄉㄧㄠˋ,to emphasize (a statement) / to stress,
搶,ㄑㄧㄤˇ,to fight over / to rush / to scramble / to grab / to rob / to snatch,
親,ㄑㄧㄣ,parents-in-law of one's offspring,
親切,ㄑㄧㄣ ㄑㄧㄝˋ,amiable / cordial / close and dear / familiar,
親手,ㄑㄧㄣ ㄕㄡˇ,personally / with one's own hands,
親眼,ㄑㄧㄣ ㄧㄢˇ,with one's own eyes / personally,
親自,ㄑㄧㄣ ㄗˋ,personally / in person / oneself,
清,ㄑㄧㄥ,clear / distinct / quiet / just and honest / pure / to settle or clear up / to clean up or purge,
青年,ㄑㄧㄥ ㄋㄧㄢˊ,youth / youthful years / young person / the young,
青少年,ㄑㄧㄥ ㄕㄠˋ ㄋㄧㄢˊ,adolescent / youth / teenager,
輕鬆,ㄑㄧㄥ ㄙㄨㄥ,light / gentle / relaxed / effortless / uncomplicated / to relax / to take things less seriously,
晴,ㄑㄧㄥˊ,clear / fine (weather),
情,ㄑㄧㄥˊ,feeling / emotion / passion / situation,
情人,ㄑㄧㄥˊ ㄖㄣˊ,lover / sweetheart,
情況,ㄑㄧㄥˊ ㄎㄨㄤˋ,circumstances / state of affairs / situation,個 / 種
情形,ㄑㄧㄥˊ ㄒㄧㄥˊ,circumstances / situation,個
請教,ㄑㄧㄥˇ ㄐㄧㄠˋ,to ask for guidance / to consult,
