詞彙,注音,英譯,量詞
串,ㄔㄨㄢˋ,"to string together / to skewer / to connect wrongly / to gang up / to rove / string / bunch / skewer / classifier for things that are strung together, or in a bunch, or in a row: string of, bunch of, series of / to make a swift or abrupt linear movement (like a bead on an abacus) / to move across",
創傷,ㄔㄨㄤ ㄕㄤ,wound / injury / trauma,
創,ㄔㄨㄤˋ,to begin / to initiate / to inaugurate / to start / to create,
創辦,ㄔㄨㄤˋ ㄅㄢˋ,to establish / to found / to launch,
創立,ㄔㄨㄤˋ ㄌㄧˋ,to establish / to set up / to found,
創新,ㄔㄨㄤˋ ㄒㄧㄣ,innovation / to bring forth new ideas / to blaze new trails,
創業,ㄔㄨㄤˋ ㄧㄝˋ,to begin an undertaking / to start a major task / to initiate / to venture / venture / entrepreneurship,
創作,ㄔㄨㄤˋ ㄗㄨㄛˋ,to create / to produce / to write / creative work / creation,個
吹牛,ㄔㄨㄟ ㄋㄧㄡˊ,to talk big / to shoot off one's mouth / to chat (dialect),
垂,ㄔㄨㄟˊ,to hang (down) / droop / dangle / bend down / hand down / bequeath / nearly / almost / to approach,
垂直,ㄔㄨㄟˊ ㄓˊ,perpendicular / vertical,
辭,ㄘˊ,to resign / to dismiss / to decline / to take leave / ballad (archaic poetic genre) / variant of 詞[ci2],
辭典,ㄘˊ ㄉㄧㄢˇ,dictionary / also written 詞典典[ci2 dian3],本 / 部
辭行,ㄘˊ ㄒㄧㄥˊ,to say goodbye / leave-taking / farewells,
慈善,ㄘˊ ㄕㄢˋ,benevolent / charitable,
此刻,ㄘˇ ㄎㄜˋ,this moment / now / at present,
次,ㄘˋ,"next in sequence / second / the second (day, time etc) / secondary / vice- / sub- / infra- / inferior quality / substandard / order / sequence / hypo- (chemistry) / classifier for enumerated events: time",
次要,ㄘˋ ㄧㄠˋ,secondary,
伺候,ㄘˋ ㄏㄡˋ,to serve / to wait upon,
刺殺,ㄘˋ ㄕㄚ,to assassinate / (military) to fight with a bayonet / (baseball) to put out (a baserunner),
匆忙,ㄘㄨㄥ ㄇㄤˊ,hasty / hurried,
從容,ㄘㄨㄥ ㄖㄨㄥˊ,to go easy / unhurried / calm / Taiwan pr. [cong1 rong2],
從而,ㄘㄨㄥˊ ㄦˊ,thus / thereby,
湊巧,ㄘㄡˋ ㄑㄧㄠˇ,fortuitously / luckily / as chance has it,
粗糙,ㄘㄨ ㄘㄠ,crude / gruff / rough / coarse,
粗魯,ㄘㄨ ㄌㄨˇ,coarse / crude (in one's manner) / boorish,
促,ㄘㄨˋ,urgent / hurried / to urge / to promote / to urge haste / close / intimate,
促成,ㄘㄨˋ ㄔㄥˊ,to facilitate / to effect,
促使,ㄘㄨˋ ㄕˇ,to induce / to promote / to urge / to impel / to bring about / to provoke / to drive (sb to do sth) / to catalyze / to actuate / to contribute to (some development),
促銷,ㄘㄨˋ ㄒㄧㄠ,to promote sales,
簇擁,ㄘㄨˋ ㄩㄥˇ,to crowd around / to escort,
摧殘,ㄘㄨㄟ ㄘㄢˊ,to ravage / to ruin,
摧毀,ㄘㄨㄟ ㄏㄨㄟˇ,to destroy / to wreck,
催眠,ㄘㄨㄟ ㄇㄧㄢˊ,hypnosis,
脆弱,ㄘㄨㄟˋ ㄖㄨㄛˋ,weak / frail,
存貨,ㄘㄨㄣˊ ㄏㄨㄛˋ,stock / inventory (of material),
磋商,ㄘㄨㄛ ㄕㄤ,to consult / to discuss seriously / to negotiate / to confer / negotiations / consultations,
撮合,ㄘㄨㄛˋ ㄏㄜˊ,to play matchmaker / to act as a middleman,
搭配,ㄉㄚ ㄆㄟˋ,to pair up / to match / to arrange in pairs / to add sth into a group,
達,ㄉㄚˊ,to attain / to reach / to amount to / to communicate / eminent,
答覆,ㄉㄚˊ ㄈㄨˋ,to answer / to reply / Reply to: (in email header),
打,ㄉㄚˇ,to beat / to strike / to hit / to break / to type / to mix up / to build / to fight / to fetch / to make / to tie up / to issue / to shoot / to calculate / to play (a game) / since / from,
打鬥,ㄉㄚˇ ㄉㄡˋ,to fight,
打賭,ㄉㄚˇ ㄉㄨˇ,to bet / to make a bet / a wager,
打發,ㄉㄚˇ ㄈㄚ,to dispatch sb to do sth / to make sb leave / to pass (the time) / (old) to make arrangements / (old) to bestow (alms etc),
打擊,ㄉㄚˇ ㄐㄧˊ,to hit / to strike / to attack / to crack down on sth / blow / (psychological) shock / percussion (music),
打量,ㄉㄚˇ ㄌㄧㄤˋ,to size sb up / to look sb up and down / to take the measure of / to suppose / to reckon,
打獵,ㄉㄚˇ ㄌㄧㄝˋ,to go hunting,
打牌,ㄉㄚˇ ㄆㄞˊ,to play mahjong or cards,
打手,ㄉㄚˇ ㄕㄡˇ,hired thug,
打烊,ㄉㄚˇ ㄧㄤˊ,to close shop in the evening / also pr. [da3 yang2],
大道,ㄉㄚˋ ㄉㄠˋ,main street / avenue,
大隊,ㄉㄚˋ ㄉㄨㄟˋ,group / a large body of / production brigade / military group,
大使,ㄉㄚˋ ㄕˇ,ambassador / envoy,名 / 位
大選,ㄉㄚˋ ㄒㄩㄢˇ,general election,
大洋洲,ㄉㄚˋ ㄧㄤˊ ㄓㄡ,Oceania,
大意,ㄉㄚˋ ㄧˋ,careless,
大致,ㄉㄚˋ ㄓˋ,more or less / roughly / approximately,
呆,ㄉㄞ,foolish / stupid / expressionless / blank / to stay,
待,ㄉㄞ,to wait / to treat / to deal with / to need / going to (do sth) / about to / intending to,
歹徒,ㄉㄞˇ ㄊㄨˊ,evildoer / malefactor / gangster / hoodlum,
逮捕,ㄉㄞˇ ㄅㄨˇ,to arrest / to apprehend / an arrest,
代課,ㄉㄞˋ ㄎㄜˋ,to teach as substitute for absent teacher,
怠慢,ㄉㄞˋ ㄇㄢˋ,to slight / to neglect,
擔,ㄉㄢ,"picul (100 catties, 50 kg) / two buckets full / carrying pole and its load / classifier for loads carried on a shoulder pole",
擔當,ㄉㄢ ㄉㄤ,to take upon oneself / to assume,
擔負,ㄉㄢ ㄈㄨˋ,to shoulder / to bear / to undertake,
單獨,ㄉㄢ ㄉㄨˊ,alone / by oneself / on one's own,
單價,ㄉㄢ ㄐㄧㄚˋ,unit price,
單據,ㄉㄢ ㄐㄩˋ,receipts / invoices / transaction records,
單親,ㄉㄢ ㄑㄧㄣ,single parent,
單行道,ㄉㄢ ㄒㄧㄥˊ ㄉㄠˋ,one-way street,
膽,ㄉㄢˇ,"gall bladder / courage / guts / gall / inner container (e.g. bladder of a football, inner container of a thermos)",
膽固醇,ㄉㄢˇ ㄍㄨˋ ㄔㄨㄣˊ,cholesterol,
但,ㄉㄢˋ,but / yet / however / only / merely / still,
淡季,ㄉㄢˋ ㄐㄧˋ,off season / slow business season / see also 旺季[wang4 ji4],
淡水,ㄉㄢˋ ㄕㄨㄟˇ,potable water (water with low salt content) / fresh water,
刀,ㄉㄠ,knife / blade / single-edged sword / cutlass / (slang) dollar (loanword) / classifier for sets of one hundred sheets (of paper) / classifier for knife cuts or stabs,把
導師,ㄉㄠˇ ㄕ,tutor / teacher / academic advisor,
導致,ㄉㄠˇ ㄓˋ,to lead to / to create / to cause / to bring about,
島嶼,ㄉㄠˇ ㄩˇ,island,
道,ㄉㄠˋ,"road / path / principle / truth / morality / reason / skill / method / Dao (of Daoism) / to say / to speak / to talk / classifier for long thin things (rivers, cracks etc), barriers (walls, doors etc), questions (in an exam etc), commands, courses in a meal, steps in a process / (old) circuit (administrative division)",條 / 股
道別,ㄉㄠˋ ㄅㄧㄝˊ,leave-taking / to say goodbye,
道地,ㄉㄠˋ ㄉㄧˋ,authentic / original,
道士,ㄉㄠˋ ㄕˋ,Daoist priest,
道義,ㄉㄠˋ ㄧˋ,morality / righteousness and justice,
到期,ㄉㄠˋ ㄑㄧˊ,to fall due (loan etc) / to expire (visa etc) / to mature (investment bond etc),
到頭來,ㄉㄠˋ ㄊㄡˊ ㄌㄞˊ,in the end / finally / as a result,
倒數,ㄉㄠˋ ㄕㄨˇ,inverse number / reciprocal (math.),
當,ㄉㄤ,at or in the very same... / suitable / adequate / fitting / proper / to replace / to regard as / to think / to pawn / (coll.) to fail (a student),
當兵,ㄉㄤ ㄅㄧㄥ,to serve in the army / to be a soldier,
當代,ㄉㄤ ㄉㄞˋ,the present age / the contemporary era,
當局,ㄉㄤ ㄐㄩˊ,authorities,
當前,ㄉㄤ ㄑㄧㄢˊ,current / today's / modern / present / to be facing (us),
當心,ㄉㄤ ㄒㄧㄣ,to take care / to look out,
黨派,ㄉㄤˇ ㄆㄞˋ,political party / faction,
黨員,ㄉㄤˇ ㄩㄢˊ,political party member,名 / 位 / 個
得以,ㄉㄜˊ ㄧˇ,able to / so that sb can / enabling / in order to / finally in a position to / with sth in view,
登場,ㄉㄥ ㄔㄤˇ,to go on stage / fig. to appear on the scene / used in advertising to mean new product,
登陸,ㄉㄥ ㄌㄨˋ,to land / to come ashore / to make landfall (of typhoon etc) / to log in (frequently used erroneous variant of 登錄录[deng1 lu4]),
燈火,ㄉㄥ ㄏㄨㄛˇ,lights,
燈籠,ㄉㄥ ㄌㄨㄥˊ,lantern,
等候,ㄉㄥˇ ㄏㄡˋ,to wait / to wait for,
等價,ㄉㄥˇ ㄐㄧㄚˋ,equal / equal in value / equivalent,
瞪,ㄉㄥˋ,to open (one's eyes) wide / to stare at / to glare at,
滴,ㄉㄧ,a drop / to drip,
嘀咕,ㄉㄧˊ ㄍㄨ,to mutter / to feel apprehensive,
底片,ㄉㄧˇ ㄆㄧㄢˋ,negative / photographic plate,
抵,ㄉㄧˇ,to press against / to support / to prop up / to resist / to equal / to balance / to make up for / to mortgage / to arrive at / to clap (one's hands) lightly (expressing delight) (Taiwan pr. [zhi3] for this sense),
抵押,ㄉㄧˇ ㄧㄚ,to provide (an asset) as security for a loan / to put up collateral,
抵制,ㄉㄧˇ ㄓˋ,to resist / to boycott / to refuse (to cooperate) / to reject / resistance / refusal,
地表,ㄉㄧˋ ㄅㄧㄠˇ,the surface (of the earth),
地步,ㄉㄧˋ ㄅㄨˋ,stage / degree (to which a situation has evolved) / situation / leeway,
地勢,ㄉㄧˋ ㄕˋ,terrain / topography relief,
地域,ㄉㄧˋ ㄩˋ,area / district / region,
地獄,ㄉㄧˋ ㄩˋ,hell / infernal / underworld,
地質,ㄉㄧˋ ㄓˊ,geology,
地主,ㄉㄧˋ ㄓㄨˇ,landlord / landowner / host,
締結,ㄉㄧˋ ㄐㄧㄝˊ,to conclude (an agreement),
締造,ㄉㄧˋ ㄗㄠˋ,to found / to create,
弟兄,ㄉㄧˋ ㄒㄩㄥ,brothers / comrade,
顛覆,ㄉㄧㄢ ㄈㄨˋ,"to topple (i.e. knock over) / to capsize / fig. to overturn (a regime, by plotting or subversion) / to undermine / to subvert",
典型,ㄉㄧㄢˇ ㄒㄧㄥˊ,model / typical case / archetype / typical / representative,
典雅,ㄉㄧㄢˇ ㄧㄚˇ,refined / elegant,
點子,ㄉㄧㄢˇ ㄗ˙,spot / point / dot / speck / drop (of liquid) / droplet / point (of argument) / idea / crux / indication / pointer,
奠定,ㄉㄧㄢˋ ㄉㄧㄥˋ,to establish / to fix / to settle,
惦記,ㄉㄧㄢˋ ㄐㄧˋ,to think of / to keep thinking about / to be concerned about,
電工,ㄉㄧㄢˋ ㄍㄨㄥ,electrician / electrical engineering / electrical work (in a house),
電力,ㄉㄧㄢˋ ㄌㄧˋ,electrical power / electricity,
電流,ㄉㄧㄢˋ ㄌㄧㄡˊ,electric current,
電器,ㄉㄧㄢˋ ㄑㄧˋ,(electrical) appliance / device,
電視劇,ㄉㄧㄢˋ ㄕˋ ㄐㄩˋ,TV play / soap opera,部
電壓,ㄉㄧㄢˋ ㄧㄚ,voltage,
凋零,ㄉㄧㄠ ㄌㄧㄥˊ,withered / wilted / to wither / to fade / to decay,
調,ㄉㄧㄠˋ,to harmonize / to reconcile / to blend / to suit well / to adjust / to regulate / to season (food) / to provoke / to incite,
調查,ㄉㄧㄠˋ ㄔㄚˊ,investigation / inquiry / to investigate / to survey / survey / (opinion) poll,項 / 個
調度,ㄉㄧㄠˋ ㄉㄨˋ,"to dispatch (vehicles, staff etc) / to schedule / to manage / dispatcher / scheduler",
吊橋,ㄉㄧㄠˋ ㄑㄧㄠˊ,drawbridge / suspension bridge,
釣魚,ㄉㄧㄠˋ ㄩˊ,to fish (with line and hook) / to dupe,
疊,ㄉㄧㄝˊ,to fold / to fold over in layers / to furl / to layer / to pile up / to repeat / to duplicate,
頂,ㄉㄧㄥˇ,"apex / crown of the head / top / roof / most / to carry on the head / to push to the top / to go against / to replace / to substitute / to be subjected to (an aerial bombing, hailstorm etc) / (slang) to ""bump"" a forum thread to raise its profile / classifier for headwear, hats, veils etc",
頂,ㄉㄧㄥˇ,"apex / crown of the head / top / roof / most / to carry on the head / to push to the top / to go against / to replace / to substitute / to be subjected to (an aerial bombing, hailstorm etc) / (slang) to ""bump"" a forum thread to raise its profile / classifier for headwear, hats, veils etc",
定額,ㄉㄧㄥˋ ㄜˊ,fixed amount / quota,
定義,ㄉㄧㄥˋ ㄧˋ,definition / to define,
釘,ㄉㄧㄥˋ,to join things together by fixing them in place at one or more points / to nail / to pin / to staple / to sew on,
訂購,ㄉㄧㄥˋ ㄍㄡˋ,to place an order / to subscribe,
丟棄,ㄉㄧㄡ ㄑㄧˋ,to discard / to abandon,
凍結,ㄉㄨㄥˋ ㄐㄧㄝˊ,"to freeze (water etc) / (fig.) to freeze (assets, prices etc)",
洞穴,ㄉㄨㄥˋ ㄒㄩㄝˋ,cave / cavern,
動產,ㄉㄨㄥˋ ㄔㄢˇ,movable property / personal property,
動機,ㄉㄨㄥˋ ㄐㄧ,motor / locomotive / motive / motivation / intention,
動靜,ㄉㄨㄥˋ ㄐㄧㄥˋ,(detectable) movement / (sign of) activity / movement and stillness,
動力,ㄉㄨㄥˋ ㄌㄧˋ,motive power / force / (fig.) motivation / impetus,
動亂,ㄉㄨㄥˋ ㄌㄨㄢˋ,turmoil / upheaval / unrest,
動脈,ㄉㄨㄥˋ ㄇㄞˋ,artery,
動態,ㄉㄨㄥˋ ㄊㄞˋ,movement / motion / development / trend / dynamic (science),
動向,ㄉㄨㄥˋ ㄒㄧㄤˋ,trend / tendency,
動員,ㄉㄨㄥˋ ㄩㄢˊ,to mobilize / to arouse / mobilization,次 / 個
抖,ㄉㄡˇ,to tremble / to shake out / to reveal / to make it in the world,
陡,ㄉㄡˇ,steep / precipitous / abrubtly / suddenly / unexpectedly,
逗留,ㄉㄡˋ ㄌㄧㄡˊ,to stay at / to stop over,
鬥志,ㄉㄡˋ ㄓˋ,will to fight / fighting spirit,
督促,ㄉㄨ ㄘㄨˋ,to supervise and urge completion of a task / to urge on,
獨創,ㄉㄨˊ ㄔㄨㄤˋ,to come up with (an innovation) / innovation,
獨到,ㄉㄨˊ ㄉㄠˋ,original,
獨占,ㄉㄨˊ ㄓㄢˋ,to monopolize / to control / to dominate,
獨佔,ㄉㄨˊ ㄓㄢˋ,to monopolize / to control / to dominate,
讀物,ㄉㄨˊ ㄨˋ,reading material,
堵,ㄉㄨˇ,"to block up (a road, pipe etc) / to stop up (a hole) / (fig.) (of a person) choked up with anxiety or stress / wall (literary) / (classifier for walls)",
堵塞,ㄉㄨˇ ㄙㄜˋ,to clog up / blockage,
賭博,ㄉㄨˇ ㄅㄛˊ,to gamble,
賭場,ㄉㄨˇ ㄔㄤˇ,casino,
渡,ㄉㄨˋ,to cross / to pass through / to ferry,
度量衡,ㄉㄨˋ ㄌㄧㄤˋ ㄏㄥˊ,measurement,
端正,ㄉㄨㄢ ㄓㄥˋ,upright / regular / proper / correct,
短缺,ㄉㄨㄢˇ ㄑㄩㄝ,shortage,
短暫,ㄉㄨㄢˇ ㄓㄢˋ,of short duration / brief / momentary,
斷絕,ㄉㄨㄢˋ ㄐㄩㄝˊ,to sever / to break off,
堆積,ㄉㄨㄟ ㄐㄧ,to pile up / to heap / accumulation,
隊伍,ㄉㄨㄟˋ ㄨˇ,ranks / troops / queue / line / procession,個 / 支 / 條
兌現,ㄉㄨㄟˋ ㄒㄧㄢˋ,(of a check etc) to cash / to honor a commitment,
對比,ㄉㄨㄟˋ ㄅㄧˇ,to contrast / contrast / ratio,個
對照,ㄉㄨㄟˋ ㄓㄠˋ,to contrast / to compare / to place side by side for comparison (as parallel texts) / to check,
對峙,ㄉㄨㄟˋ ㄓˋ,to stand opposite / to confront / confrontation,
頓,ㄉㄨㄣˋ,"to stop / to pause / to arrange / to lay out / to kowtow / to stamp (one's foot) / at once / classifier for meals, beatings, scoldings etc: time, bout, spell, meal",
頓,ㄉㄨㄣˋ,"to stop / to pause / to arrange / to lay out / to kowtow / to stamp (one's foot) / at once / classifier for meals, beatings, scoldings etc: time, bout, spell, meal",
頓時,ㄉㄨㄣˋ ㄕˊ,immediately / suddenly,
多寡,ㄉㄨㄛ ㄍㄨㄚˇ,number / amount,
多虧,ㄉㄨㄛ ㄎㄨㄟ,thanks to / luckily,
多媒體,ㄉㄨㄛ ㄇㄟˊ ㄊㄧˇ,multimedia,
多元,ㄉㄨㄛ ㄩㄢˊ,poly- / multi- / multielement / multivariant / multivariate (math.),
奪魁,ㄉㄨㄛˊ ㄎㄨㄟˊ,to seize / to win,
躲避,ㄉㄨㄛˇ ㄅㄧˋ,to hide / to evade / to dodge / to take shelter / to avoid (difficulties),
墮胎,ㄉㄨㄛˋ ㄊㄞ,to induce an abortion / induced abortion,
額外,ㄜˊ ㄨㄞˋ,extra / added / additional,
惡,ㄜˋ,to hate / to loathe / ashamed / to fear / to slander,
惡化,ㄜˋ ㄏㄨㄚˋ,to worsen,
惡性,ㄜˋ ㄒㄧㄥˋ,malignant / wicked / vicious (circle) / producing evil / rapid (decline) / runaway (inflation),
惡意,ㄜˋ ㄧˋ,malice / evil intention,
恩愛,ㄣ ㄞˋ,loving affection (in a couple) / conjugal love,
恩情,ㄣ ㄑㄧㄥˊ,kindness / affection / grace / favor,
恩人,ㄣ ㄖㄣˊ,a benefactor / a person who has significantly helped sb else,
恩怨,ㄣ ㄩㄢˋ,gratitude and grudges / resentment / grudges / grievances,
而,ㄦˊ,and / as well as / and so / but (not) / yet (not) / (indicates causal relation) / (indicates change of state) / (indicates contrast),
而是,ㄦˊ ㄕˋ,rather,
而言,ㄦˊ ㄧㄢˊ,with regard to (preceding phrase),
兒女,ㄦˊ ㄋㄩˇ,children / sons and daughters,
耳光,ㄦˇ ㄍㄨㄤ,a slap on the face,記
發,ㄈㄚ,to send out / to show (one's feeling) / to issue / to develop / to make a bundle of money / classifier for gunshots (rounds),
發電,ㄈㄚ ㄉㄧㄢˋ,to generate electricity / to send a telegram,
發瘋,ㄈㄚ ㄈㄥ,to go mad / to go crazy / to lose one's mind,
發掘,ㄈㄚ ㄐㄩㄝˊ,to excavate / to explore / (fig.) to unearth / to tap into,
發誓,ㄈㄚ ㄕˋ,to vow / to pledge / to swear,
發炎,ㄈㄚ ㄧㄢˊ,to become inflamed / inflammation,
發音,ㄈㄚ ㄧㄣ,to pronounce / pronunciation / to emit sound,
發育,ㄈㄚ ㄩˋ,to develop / to mature / growth / development / (sexually) mature,
發展,ㄈㄚ ㄓㄢˇ,development / growth / to develop / to grow / to expand,
發作,ㄈㄚ ㄗㄨㄛˋ,to flare up / to break out,
法定,ㄈㄚˇ ㄉㄧㄥˋ,legal / statutory / rightful,
法官,ㄈㄚˇ ㄍㄨㄢ,judge,
法令,ㄈㄚˇ ㄌㄧㄥˋ,decree / ordinance,
法人,ㄈㄚˇ ㄖㄣˊ,legal person / corporation / see also 自然人[zi4 ran2 ren2],
法則,ㄈㄚˇ ㄗㄜˊ,law / rule / code,
法制,ㄈㄚˇ ㄓˋ,legal system and institutions,
法治,ㄈㄚˇ ㄓˋ,rule of law / to rule by law,
翻臉,ㄈㄢ ㄌㄧㄢˇ,to fall out with sb / to become hostile,
翻身,ㄈㄢ ㄕㄣ,to turn over (when lying) / (fig.) to free oneself / to emancipate oneself / to bring about a change of one's fortunes,
翻新,ㄈㄢ ㄒㄧㄣ,to revamp / a face-lift / to retread (a tire) / to refurbish (old clothes) / newly emerging,
繁多,ㄈㄢˊ ㄉㄨㄛ,many and varied / of many different kinds,
繁體,ㄈㄢˊ ㄊㄧˇ,"traditional form of Chinese, as opposed to simplified form 簡體体[jian3 ti3]",
藩籬,ㄈㄢˊ ㄌㄧˊ,hedge / fence / (fig.) barrier,
凡,ㄈㄢˊ,ordinary / commonplace / mundane / temporal / of the material world (as opposed to supernatural or immortal levels) / every / all / whatever / altogether / gist / outline / note of Chinese musical scale,
凡是,ㄈㄢˊ ㄕˋ,each and every / every / all / any,
返,ㄈㄢˇ,to return (to),
反擊,ㄈㄢˇ ㄐㄧˊ,to strike back / to beat back / to counterattack,
反射,ㄈㄢˇ ㄕㄜˋ,to reflect / reflection (from a mirror etc) / reflex (i.e. automatic reaction of organism),
反省,ㄈㄢˇ ㄒㄧㄥˇ,to reflect upon oneself / to examine one's conscience / to question oneself / to search one's soul,
反之,ㄈㄢˇ ㄓ,on the other hand... / conversely...,
犯規,ㄈㄢˋ ㄍㄨㄟ,to break the rules / an illegality / a foul,
販毒,ㄈㄢˋ ㄉㄨˊ,to traffic narcotics / drugs trade / opium trade,
販賣,ㄈㄢˋ ㄇㄞˋ,to sell / to peddle / to traffic,
方位,ㄈㄤ ㄨㄟˋ,direction / points of the compass / bearing / position / azimuth,
方向盤,ㄈㄤ ㄒㄧㄤˋ ㄆㄢˊ,steering wheel,
方針,ㄈㄤ ㄓㄣ,policy / guidelines,個
方正,ㄈㄤ ㄓㄥˋ,clear and square / neat / square (person),
妨礙,ㄈㄤˊ ㄞˋ,to hinder / to obstruct,
防備,ㄈㄤˊ ㄅㄟˋ,to guard against,
防範,ㄈㄤˊ ㄈㄢˋ,to be on guard / wariness / to guard against / preventive,
防水,ㄈㄤˊ ㄕㄨㄟˇ,waterproof,
防衛,ㄈㄤˊ ㄨㄟˋ,to defend / defensive / defense,
防禦,ㄈㄤˊ ㄩˋ,defense / to defend,
防治,ㄈㄤˊ ㄓˋ,to prevent and cure / prevention and cure,
仿冒,ㄈㄤˇ ㄇㄠˋ,to counterfeit / fake,
仿造,ㄈㄤˇ ㄗㄠˋ,to copy / to produce sth after a model / to counterfeit,
紡織,ㄈㄤˇ ㄓ,spinning and weaving,
放蕩,ㄈㄤˋ ㄉㄤˋ,unconventional / licentious / wanton / easy in one's morals,
放寬,ㄈㄤˋ ㄎㄨㄢ,to relax restrictions,
放款,ㄈㄤˋ ㄎㄨㄢˇ,to lend money (as a commercial loan),
放任,ㄈㄤˋ ㄖㄣˋ,to ignore / to let alone / to indulge,
放鬆,ㄈㄤˋ ㄙㄨㄥ,to loosen / to relax,
放映,ㄈㄤˋ ㄧㄥˋ,to show (a movie) / to screen,
放逐,ㄈㄤˋ ㄓㄨˊ,to banish / to deport / to send into exile / to be marooned,
非凡,ㄈㄟ ㄈㄢˊ,"out of the ordinary / unusually (good, talented etc)",
非洲,ㄈㄟ ㄓㄡ,Africa / abbr. for 阿非利加洲[A1 fei1 li4 jia1 Zhou1],
飛彈,ㄈㄟ ㄉㄢˋ,missile,
飛快,ㄈㄟ ㄎㄨㄞˋ,very fast / at lightning speed / (coll.) razor-sharp,
飛翔,ㄈㄟ ㄒㄧㄤˊ,to circle in the air / to soar,
飛行,ㄈㄟ ㄒㄧㄥˊ,(of planes etc) to fly / flying / flight / aviation,
肥料,ㄈㄟˊ ㄌㄧㄠˋ,fertilizer / manure,
廢,ㄈㄟˋ,to abolish / to abandon / to abrogate / to discard / to depose / to oust / crippled / abandoned / waste,
廢除,ㄈㄟˋ ㄔㄨˊ,to abolish / to abrogate / to repeal,
廢棄,ㄈㄟˋ ㄑㄧˋ,to discard / to abandon (old ways) / to invalidate,
廢墟,ㄈㄟˋ ㄒㄩ,ruins,
廢止,ㄈㄟˋ ㄓˇ,to repeal (a law) / to put an end to / abolition / annulled,
費力,ㄈㄟˋ ㄌㄧˋ,to expend a great deal of effort,
沸騰,ㄈㄟˋ ㄊㄥˊ,(of a liquid) to boil / (of sentiments etc) to boil over / to flare up / to be impassioned,
肺炎,ㄈㄟˋ ㄧㄢˊ,pneumonia / inflammation of the lungs,
分貝,ㄈㄣ ㄅㄟˋ,decibel,
分辨,ㄈㄣ ㄅㄧㄢˋ,to distinguish / to differentiate / to resolve,
